0,Cleveland,Chicago,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21,6.6,4.2,14.2,20.1,95.5,0.568,0.727,0.409,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20,98.6,0.488,0.535,0.442
0,Sacramento,Denver,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33,69.5,0.475,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22,99.4,0.558,0.745,0.375,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42,22.1,7.4,4.3,14.1,21,107.5,0.532,0.596,0.468
0,Golden State,Miami,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9,5,14.6,22,103.4,0.706,0.731,0.68,241.2,37,76.8,0.481,6.7,18,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20,6.6,5.2,13.9,20.4,102.1,0.586,0.791,0.386
0,Dallas,Milwaukee,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14,19.2,100.2,0.524,0.61,0.439,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.454,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9,0.281,0.488,0.073
0,New Jersey,Minnesota,244,35.6,81,0.44,5.6,16.3,0.343,30,64.6,0.464,17.4,22.9,0.759,11.1,29.8,40.8,21,5.6,4.7,14,22,94.2,0.268,0.39,0.146,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1,0.439,0.634,0.244
0,Oklahoma City,San Antonio,244,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8,0.725,0.84,0.604,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19,103.7,0.232,0.293,0.171
0,Memphis,Utah,242.4,39,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9,0.437,0.581,0.295,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65,0.493,19.4,25.1,0.771,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4,0.663,0.696,0.63
1,New Orleans,Washington,241.8,35.9,78.2,0.459,5.4,15,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10,30.1,40.1,20.6,7.6,4.4,13,21,94.9,0.716,0.864,0.568,243,37.2,84,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29,41.3,19.4,8.1,6.1,15.3,22.6,97.3,0.646,0.72,0.571
1,New Orleans,Boston,241.8,35.9,78.2,0.459,5.4,15,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10,30.1,40.1,20.6,7.6,4.4,13,21,94.9,0.716,0.864,0.568,241.2,36.9,75.8,0.486,5,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31,38.8,23.4,8.2,4.2,14.6,20.5,96.5,0.483,0.628,0.341
1,Golden State,Charlotte,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9,5,14.6,22,103.4,0.706,0.731,0.68,241.5,35,77.6,0.451,4.8,14.7,0.327,30.2,63,0.48,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20,93.3,0.476,0.512,0.439
