2016/4/13,Miami,/teams/MIA/2016.html,88,Boston,/teams/BOS/2016.html,98,Miami,35,27,5,21,Boston,13,25,25,35,,,,,,,,
2016/4/13,Toronto,/teams/TOR/2016.html,103,Brooklyn,/teams/BRK/2016.html,96,Toronto,16,33,29,25,Brooklyn,26,21,19,30,,,,,,,,
2016/4/13,Philadelphia,/teams/PHI/2016.html,105,Chicago,/teams/CHI/2016.html,115,Philadelphia,32,28,13,32,Chicago,16,35,35,29,,,,,,,,
2016/4/13,Orlando,/teams/ORL/2016.html,103,Charlotte,/teams/CHO/2016.html,117,Orlando,22,28,29,24,Charlotte,38,28,20,31,,,,,,,,
2016/4/13,Detroit,/teams/DET/2016.html,112,Cleveland,/teams/CLE/2016.html,110,Detroit,29,29,24,21,9,Cleveland,24,20,28,31,7,,,,,,
2016/4/13,San Antonio,/teams/SAS/2016.html,96,Dallas,/teams/DAL/2016.html,91,San Antonio,20,14,31,31,Dallas,27,25,15,24,,,,,,,,
2016/4/13,Memphis,/teams/MEM/2016.html,104,Golden State,/teams/GSW/2016.html,125,Memphis,23,27,31,23,Golden State,37,33,32,23,,,,,,,,
2016/4/13,Sacramento,/teams/SAC/2016.html,81,Houston,/teams/HOU/2016.html,116,Sacramento,18,26,20,17,Houston,34,30,28,24,,,,,,,,
2016/4/13,Utah,/teams/UTA/2016.html,96,LA Lakers,/teams/LAL/2016.html,101,Utah,21,36,18,21,LA Lakers,19,23,24,35,,,,,,,,
2016/4/13,Indiana,/teams/IND/2016.html,97,Milwaukee,/teams/MIL/2016.html,92,Indiana,37,25,16,19,Milwaukee,20,26,24,22,,,,,,,,
2016/4/13,New Orleans,/teams/NOP/2016.html,109,Minnesota,/teams/MIN/2016.html,144,New Orleans,23,27,29,30,Minnesota,40,32,34,38,,,,,,,,
2016/4/13,LA Clippers,/teams/LAC/2016.html,105,Phoenix,/teams/PHO/2016.html,114,LA Clippers,27,28,20,30,Phoenix,25,37,23,29,,,,,,,,
2016/4/13,Denver,/teams/DEN/2016.html,99,Portland,/teams/POR/2016.html,107,Denver,31,25,23,20,Portland,27,31,29,20,,,,,,,,
2016/4/13,Atlanta,/teams/ATL/2016.html,98,Washington,/teams/WAS/2016.html,109,Atlanta,33,26,17,22,Washington,33,24,27,25,,,,,,,,
2016/4/12,Miami,/teams/MIA/2016.html,99,Detroit,/teams/DET/2016.html,93,Miami,19,31,21,28,Detroit,17,33,19,24,,,,,,,,
2016/4/12,New York,/teams/NYK/2016.html,90,Indiana,/teams/IND/2016.html,102,New York,36,18,16,20,Indiana,29,24,26,23,,,,,,,,
2016/4/12,Memphis,/teams/MEM/2016.html,84,LA Clippers,/teams/LAC/2016.html,110,Memphis,22,21,21,20,LA Clippers,29,32,23,26,,,,,,,,
2016/4/12,Oklahoma City,/teams/OKC/2016.html,98,San Antonio,/teams/SAS/2016.html,102,Oklahoma City,32,21,19,21,5,San Antonio,21,22,31,19,9,,,,,,
2016/4/12,Philadelphia,/teams/PHI/2016.html,98,Toronto,/teams/TOR/2016.html,122,Philadelphia,23,38,13,24,Toronto,32,23,32,35,,,,,,,,
2016/4/11,Charlotte,/teams/CHO/2016.html,114,Boston,/teams/BOS/2016.html,100,Charlotte,24,39,31,20,Boston,28,13,31,28,,,,,,,,
2016/4/11,Washington,/teams/WAS/2016.html,120,Brooklyn,/teams/BRK/2016.html,111,Washington,34,36,30,20,Brooklyn,28,41,29,13,,,,,,,,
2016/4/11,Atlanta,/teams/ATL/2016.html,94,Cleveland,/teams/CLE/2016.html,109,Atlanta,26,19,30,19,Cleveland,22,29,39,19,,,,,,,,
2016/4/11,Houston,/teams/HOU/2016.html,129,Minnesota,/teams/MIN/2016.html,105,Houston,38,30,35,26,Minnesota,21,26,27,31,,,,,,,,
2016/4/11,Chicago,/teams/CHI/2016.html,121,New Orleans,/teams/NOP/2016.html,116,Chicago,27,26,36,32,New Orleans,29,33,26,28,,,,,,,,
2016/4/11,LA Lakers,/teams/LAL/2016.html,79,Oklahoma City,/teams/OKC/2016.html,112,LA Lakers,21,27,13,18,Oklahoma City,27,31,31,23,,,,,,,,
2016/4/11,Milwaukee,/teams/MIL/2016.html,98,Orlando,/teams/ORL/2016.html,107,Milwaukee,22,22,29,25,Orlando,32,26,27,22,,,,,,,,
2016/4/11,Sacramento,/teams/SAC/2016.html,105,Phoenix,/teams/PHO/2016.html,101,Sacramento,26,30,31,18,Phoenix,22,27,23,29,,,,,,,,
2016/4/11,Dallas,/teams/DAL/2016.html,101,Utah,/teams/UTA/2016.html,92,Dallas,22,28,21,30,Utah,20,26,18,28,,,,,,,,
2016/4/10,Utah,/teams/UTA/2016.html,100,Denver,/teams/DEN/2016.html,84,Utah,26,22,34,18,Denver,22,25,15,22,,,,,,,,
2016/4/10,LA Lakers,/teams/LAL/2016.html,110,Houston,/teams/HOU/2016.html,130,LA Lakers,27,26,27,30,Houston,29,26,33,42,,,,,,,,
2016/4/10,Brooklyn,/teams/BRK/2016.html,105,Indiana,/teams/IND/2016.html,129,Brooklyn,19,22,31,33,Indiana,39,30,35,25,,,,,,,,
2016/4/10,Dallas,/teams/DAL/2016.html,91,LA Clippers,/teams/LAC/2016.html,98,Dallas,21,26,12,32,LA Clippers,23,26,27,22,,,,,,,,
2016/4/10,Orlando,/teams/ORL/2016.html,96,Miami,/teams/MIA/2016.html,118,Orlando,28,21,20,27,Miami,31,25,33,29,,,,,,,,
2016/4/10,Toronto,/teams/TOR/2016.html,93,New York,/teams/NYK/2016.html,89,Toronto,20,34,21,18,New York,25,26,18,20,,,,,,,,
2016/4/10,Milwaukee,/teams/MIL/2016.html,109,Philadelphia,/teams/PHI/2016.html,108,Milwaukee,29,33,14,22,11,Philadelphia,23,22,25,28,10,,,,,,
2016/4/10,Golden State,/teams/GSW/2016.html,92,San Antonio,/teams/SAS/2016.html,86,Golden State,14,21,27,30,San Antonio,19,16,26,25,,,,,,,,
2016/4/10,Charlotte,/teams/CHO/2016.html,98,Washington,/teams/WAS/2016.html,113,Charlotte,27,21,26,24,Washington,28,27,31,27,,,,,,,,
2016/4/9,Boston,/teams/BOS/2016.html,107,Atlanta,/teams/ATL/2016.html,118,Boston,32,39,20,16,Atlanta,34,33,26,25,,,,,,,,
2016/4/9,Cleveland,/teams/CLE/2016.html,102,Chicago,/teams/CHI/2016.html,105,Cleveland,31,23,28,20,Chicago,27,25,27,26,,,,,,,,
2016/4/9,Golden State,/teams/GSW/2016.html,100,Memphis,/teams/MEM/2016.html,99,Golden State,31,22,17,30,Memphis,28,22,28,21,,,,,,,,
2016/4/9,Phoenix,/teams/PHO/2016.html,121,New Orleans,/teams/NOP/2016.html,100,Phoenix,32,23,30,36,New Orleans,22,25,20,33,,,,,,,,
2016/4/9,Minnesota,/teams/MIN/2016.html,106,Portland,/teams/POR/2016.html,105,Minnesota,21,32,22,31,Portland,28,21,23,33,,,,,,,,
2016/4/9,Oklahoma City,/teams/OKC/2016.html,112,Sacramento,/teams/SAC/2016.html,114,Oklahoma City,30,22,32,28,Sacramento,22,34,27,31,,,,,,,,
2016/4/8,Milwaukee,/teams/MIL/2016.html,109,Boston,/teams/BOS/2016.html,124,Milwaukee,35,23,22,29,Boston,30,35,36,23,,,,,,,,
2016/4/8,Brooklyn,/teams/BRK/2016.html,99,Charlotte,/teams/CHO/2016.html,113,Brooklyn,25,18,21,35,Charlotte,25,25,34,29,,,,,,,,
2016/4/8,Memphis,/teams/MEM/2016.html,93,Dallas,/teams/DAL/2016.html,103,Memphis,21,28,19,25,Dallas,18,28,28,29,,,,,,,,
2016/4/8,San Antonio,/teams/SAS/2016.html,98,Denver,/teams/DEN/2016.html,102,San Antonio,18,35,19,26,Denver,24,27,26,25,,,,,,,,
2016/4/8,Washington,/teams/WAS/2016.html,99,Detroit,/teams/DET/2016.html,112,Washington,25,30,29,15,Detroit,39,23,24,26,,,,,,,,
2016/4/8,LA Lakers,/teams/LAL/2016.html,102,New Orleans,/teams/NOP/2016.html,110,LA Lakers,27,19,21,35,New Orleans,24,33,30,23,,,,,,,,
2016/4/8,Miami,/teams/MIA/2016.html,109,Orlando,/teams/ORL/2016.html,112,Miami,27,28,25,29,Orlando,19,34,26,33,,,,,,,,
2016/4/8,New York,/teams/NYK/2016.html,109,Philadelphia,/teams/PHI/2016.html,102,New York,28,21,33,27,Philadelphia,24,22,28,28,,,,,,,,
