2010/1/1,New York,/teams/NYK/2010.html,112,Atlanta,/teams/ATL/2010.html,108,New York,22,33,12,32,13,Atlanta,26,28,26,19,9,,,,
2010/1/1,Sacramento,/teams/SAC/2010.html,108,LA Lakers,/teams/LAL/2010.html,109,Sacramento,28,36,22,22,LA Lakers,23,26,30,30,,,,,,
2010/1/1,Orlando,/teams/ORL/2010.html,106,Minnesota,/teams/MIN/2010.html,94,Orlando,24,27,22,33,Minnesota,26,19,26,23,,,,,,
2009/12/31,Chicago,/teams/CHI/2010.html,98,Detroit,/teams/DET/2010.html,87,Chicago,25,19,25,29,Detroit,19,20,17,31,,,,,,
2009/12/31,Dallas,/teams/DAL/2010.html,94,Houston,/teams/HOU/2010.html,97,Dallas,17,30,23,24,Houston,24,32,22,19,,,,,,
2009/12/31,Philadelphia,/teams/PHI/2010.html,88,LA Clippers,/teams/LAC/2010.html,104,Philadelphia,31,20,14,23,LA Clippers,26,23,29,26,,,,,,
2009/12/31,Utah,/teams/UTA/2010.html,86,Oklahoma City,/teams/OKC/2010.html,87,Utah,24,22,16,24,Oklahoma City,22,26,17,22,,,,,,
2009/12/31,Miami,/teams/MIA/2010.html,78,San Antonio,/teams/SAS/2010.html,108,Miami,26,23,13,16,San Antonio,26,32,28,22,,,,,,
2009/12/30,Atlanta,/teams/ATL/2010.html,101,Cleveland,/teams/CLE/2010.html,106,Atlanta,30,34,21,16,Cleveland,23,29,25,29,,,,,,
2009/12/30,Memphis,/teams/MEM/2010.html,121,Indiana,/teams/IND/2010.html,110,Memphis,35,33,25,28,Indiana,29,22,28,31,,,,,,
2009/12/30,Utah,/teams/UTA/2010.html,107,Minnesota,/teams/MIN/2010.html,103,Utah,27,19,33,28,Minnesota,24,23,22,34,,,,,,
2009/12/30,New York,/teams/NYK/2010.html,95,New Jersey,/teams/NJN/2010.html,104,New York,28,25,19,23,New Jersey,27,33,25,19,,,,,,
2009/12/30,Miami,/teams/MIA/2010.html,91,New Orleans,/teams/NOH/2010.html,95,Miami,19,21,19,32,New Orleans,25,23,25,22,,,,,,
2009/12/30,Milwaukee,/teams/MIL/2010.html,92,Orlando,/teams/ORL/2010.html,117,Milwaukee,25,24,25,18,Orlando,21,20,38,38,,,,,,
2009/12/30,Boston,/teams/BOS/2010.html,98,Phoenix,/teams/PHO/2010.html,116,Boston,20,29,24,25,Phoenix,30,31,29,26,,,,,,
2009/12/30,LA Clippers,/teams/LAC/2010.html,99,Portland,/teams/POR/2010.html,103,LA Clippers,20,28,28,23,Portland,25,32,24,22,,,,,,
2009/12/30,Philadelphia,/teams/PHI/2010.html,116,Sacramento,/teams/SAC/2010.html,106,Philadelphia,17,33,29,37,Sacramento,28,22,26,30,,,,,,
2009/12/30,Charlotte,/teams/CHA/2010.html,103,Toronto,/teams/TOR/2010.html,107,Charlotte,26,30,24,23,Toronto,31,24,29,23,,,,,,
2009/12/29,Cleveland,/teams/CLE/2010.html,95,Atlanta,/teams/ATL/2010.html,84,Cleveland,23,33,19,20,Atlanta,26,25,23,10,,,,,,
