2012/1/1,Memphis,/teams/MEM/2012.html,64,Chicago,/teams/CHI/2012.html,104,Memphis,12,16,16,20,Chicago,25,29,30,20,,,,,,,,
2012/1/1,New Jersey,/teams/NJN/2012.html,82,Cleveland,/teams/CLE/2012.html,98,New Jersey,27,22,18,15,Cleveland,24,19,30,25,,,,,,,,
2012/1/1,LA Lakers,/teams/LAL/2012.html,90,Denver,/teams/DEN/2012.html,99,LA Lakers,21,15,35,19,Denver,26,21,25,27,,,,,,,,
2012/1/1,Portland,/teams/POR/2012.html,88,LA Clippers,/teams/LAC/2012.html,93,Portland,17,19,16,36,LA Clippers,21,23,25,24,,,,,,,,
2012/1/1,Charlotte,/teams/CHA/2012.html,90,Miami,/teams/MIA/2012.html,129,Charlotte,15,22,27,26,Miami,33,32,27,37,,,,,,,,
2012/1/1,Dallas,/teams/DAL/2012.html,82,Minnesota,/teams/MIN/2012.html,99,Dallas,25,16,28,13,Minnesota,25,25,24,25,,,,,,,,
2012/1/1,Toronto,/teams/TOR/2012.html,96,Orlando,/teams/ORL/2012.html,102,Toronto,27,25,29,15,Orlando,18,29,23,32,,,,,,,,
2012/1/1,New Orleans,/teams/NOH/2012.html,80,Sacramento,/teams/SAC/2012.html,96,New Orleans,22,18,18,22,Sacramento,21,17,30,28,,,,,,,,
2012/1/1,Boston,/teams/BOS/2012.html,94,Washington,/teams/WAS/2012.html,86,Boston,28,23,22,21,Washington,17,17,26,26,,,,,,,,
2011/12/31,Indiana,/teams/IND/2012.html,88,Detroit,/teams/DET/2012.html,96,Indiana,18,26,20,24,Detroit,21,31,30,14,,,,,,,,
2011/12/31,Philadelphia,/teams/PHI/2012.html,107,Golden State,/teams/GSW/2012.html,79,Philadelphia,19,31,22,35,Golden State,25,17,12,25,,,,,,,,
2011/12/31,Atlanta,/teams/ATL/2012.html,84,Houston,/teams/HOU/2012.html,95,Atlanta,22,22,16,24,Houston,31,20,21,23,,,,,,,,
2011/12/31,Denver,/teams/DEN/2012.html,89,LA Lakers,/teams/LAL/2012.html,92,Denver,23,22,26,18,LA Lakers,22,24,23,23,,,,,,,,
2011/12/31,Phoenix,/teams/PHO/2012.html,97,Oklahoma City,/teams/OKC/2012.html,107,Phoenix,22,24,21,30,Oklahoma City,27,33,29,18,,,,,,,,
2011/12/31,New York,/teams/NYK/2012.html,114,Sacramento,/teams/SAC/2012.html,92,New York,35,21,22,36,Sacramento,20,22,23,27,,,,,,,,
2011/12/31,Utah,/teams/UTA/2012.html,89,San Antonio,/teams/SAS/2012.html,104,Utah,18,21,21,29,San Antonio,23,31,29,21,,,,,,,,
2011/12/30,New Jersey,/teams/NJN/2012.html,98,Atlanta,/teams/ATL/2012.html,105,New Jersey,19,18,35,26,Atlanta,20,23,33,29,,,,,,,,
2011/12/30,Detroit,/teams/DET/2012.html,85,Boston,/teams/BOS/2012.html,96,Detroit,22,21,21,21,Boston,24,26,36,10,,,,,,,,
2011/12/30,Orlando,/teams/ORL/2012.html,100,Charlotte,/teams/CHA/2012.html,79,Orlando,29,27,19,25,Charlotte,23,20,19,17,,,,,,,,
2011/12/30,Toronto,/teams/TOR/2012.html,86,Dallas,/teams/DAL/2012.html,99,Toronto,23,23,24,16,Dallas,29,21,27,22,,,,,,,,
2011/12/30,Cleveland,/teams/CLE/2012.html,91,Indiana,/teams/IND/2012.html,98,Cleveland,24,23,14,23,7,Indiana,22,23,25,14,14,,,,,,
2011/12/30,Chicago,/teams/CHI/2012.html,114,LA Clippers,/teams/LAC/2012.html,101,Chicago,29,28,26,31,LA Clippers,28,24,25,24,,,,,,,,
2011/12/30,Houston,/teams/HOU/2012.html,93,Memphis,/teams/MEM/2012.html,113,Houston,28,23,16,26,Memphis,30,27,31,25,,,,,,,,
2011/12/30,Washington,/teams/WAS/2012.html,81,Milwaukee,/teams/MIL/2012.html,102,Washington,24,17,26,14,Milwaukee,36,29,13,24,,,,,,,,
2011/12/30,Miami,/teams/MIA/2012.html,103,Minnesota,/teams/MIN/2012.html,101,Miami,31,20,31,21,Minnesota,20,33,22,26,,,,,,,,
2011/12/30,Phoenix,/teams/PHO/2012.html,93,New Orleans,/teams/NOH/2012.html,78,Phoenix,22,30,23,18,New Orleans,22,23,16,17,,,,,,,,
