2015/1/1,Denver,/teams/DEN/2015.html,101,Chicago,/teams/CHI/2015.html,106,Denver,23,30,21,27,Chicago,22,20,35,29,,,,,,
2015/1/1,Sacramento,/teams/SAC/2015.html,110,Minnesota,/teams/MIN/2015.html,107,Sacramento,37,23,24,26,Minnesota,29,29,22,27,,,,,,
2014/12/31,Sacramento,/teams/SAC/2015.html,84,Boston,/teams/BOS/2015.html,106,Sacramento,19,20,22,23,Boston,23,26,28,29,,,,,,
2014/12/31,Milwaukee,/teams/MIL/2015.html,96,Cleveland,/teams/CLE/2015.html,80,Milwaukee,31,21,19,25,Cleveland,18,29,7,26,,,,,,
2014/12/31,Charlotte,/teams/CHO/2015.html,83,Houston,/teams/HOU/2015.html,102,Charlotte,25,20,23,15,Houston,23,24,29,26,,,,,,
2014/12/31,Miami,/teams/MIA/2015.html,95,Indiana,/teams/IND/2015.html,106,Miami,24,27,19,25,Indiana,20,22,36,28,,,,,,
2014/12/31,New York,/teams/NYK/2015.html,78,LA Clippers,/teams/LAC/2015.html,99,New York,21,19,18,20,LA Clippers,29,21,24,25,,,,,,
2014/12/31,Phoenix,/teams/PHO/2015.html,134,Oklahoma City,/teams/OKC/2015.html,137,Phoenix,29,33,32,34,6,Oklahoma City,30,34,36,28,9,,,,
2014/12/31,New Orleans,/teams/NOP/2015.html,93,San Antonio,/teams/SAS/2015.html,95,New Orleans,14,14,32,24,9,San Antonio,17,21,24,22,11,,,,
2014/12/30,Cleveland,/teams/CLE/2015.html,101,Atlanta,/teams/ATL/2015.html,109,Cleveland,25,16,32,28,Atlanta,26,25,27,31,,,,,,
2014/12/30,Brooklyn,/teams/BRK/2015.html,96,Chicago,/teams/CHI/2015.html,82,Brooklyn,24,31,29,12,Chicago,31,14,24,13,,,,,,
2014/12/30,Washington,/teams/WAS/2015.html,87,Dallas,/teams/DAL/2015.html,114,Washington,24,21,19,23,Dallas,27,36,26,25,,,,,,
2014/12/30,LA Lakers,/teams/LAL/2015.html,111,Denver,/teams/DEN/2015.html,103,LA Lakers,33,29,21,28,Denver,29,17,25,32,,,,,,
2014/12/30,Philadelphia,/teams/PHI/2015.html,86,Golden State,/teams/GSW/2015.html,126,Philadelphia,17,17,29,23,Golden State,32,29,35,30,,,,,,
2014/12/30,San Antonio,/teams/SAS/2015.html,87,Memphis,/teams/MEM/2015.html,95,San Antonio,20,18,25,24,Memphis,30,22,22,21,,,,,,
2014/12/30,Phoenix,/teams/PHO/2015.html,106,New Orleans,/teams/NOP/2015.html,110,Phoenix,25,28,26,27,New Orleans,31,24,26,29,,,,,,
2014/12/30,Detroit,/teams/DET/2015.html,109,Orlando,/teams/ORL/2015.html,86,Detroit,20,34,26,29,Orlando,21,26,23,16,,,,,,
2014/12/30,Toronto,/teams/TOR/2015.html,97,Portland,/teams/POR/2015.html,102,Toronto,23,22,25,17,10,Portland,23,15,25,24,15,,,,
2014/12/30,Minnesota,/teams/MIN/2015.html,94,Utah,/teams/UTA/2015.html,100,Minnesota,27,17,28,22,Utah,21,24,27,28,,,,,,
2014/12/29,Sacramento,/teams/SAC/2015.html,99,Brooklyn,/teams/BRK/2015.html,107,Sacramento,28,16,25,30,Brooklyn,27,30,25,25,,,,,,
2014/12/29,Milwaukee,/teams/MIL/2015.html,104,Charlotte,/teams/CHO/2015.html,94,Milwaukee,25,24,19,15,21,Charlotte,18,14,29,22,11,,,,
2014/12/29,Washington,/teams/WAS/2015.html,104,Houston,/teams/HOU/2015.html,103,Washington,24,22,32,26,Houston,27,18,22,36,,,,,,
2014/12/29,Chicago,/teams/CHI/2015.html,92,Indiana,/teams/IND/2015.html,90,Chicago,22,25,34,11,Indiana,17,18,30,25,,,,,,
2014/12/29,Utah,/teams/UTA/2015.html,97,LA Clippers,/teams/LAC/2015.html,101,Utah,18,26,33,20,LA Clippers,25,23,29,24,,,,,,
2014/12/29,Orlando,/teams/ORL/2015.html,102,Miami,/teams/MIA/2015.html,101,Orlando,26,24,27,25,Miami,25,28,24,24,,,,,,
2014/12/28,Detroit,/teams/DET/2015.html,103,Cleveland,/teams/CLE/2015.html,80,Detroit,17,33,27,26,Cleveland,28,19,14,19,,,,,,
2014/12/28,Oklahoma City,/teams/OKC/2015.html,107,Dallas,/teams/DAL/2015.html,112,Oklahoma City,26,32,30,19,Dallas,33,31,17,31,,,,,,
2014/12/28,Toronto,/teams/TOR/2015.html,116,Denver,/teams/DEN/2015.html,102,Toronto,27,33,28,28,Denver,24,30,33,15,,,,,,
