2009/6/14,LA Lakers,/teams/LAL/2009.html,99,Orlando,/teams/ORL/2009.html,86,LA Lakers,26,30,20,23,Orlando,28,18,15,25,,,,,,
2009/6/11,LA Lakers,/teams/LAL/2009.html,99,Orlando,/teams/ORL/2009.html,91,LA Lakers,20,17,30,20,12,Orlando,24,25,14,24,4,,,,
2009/6/9,LA Lakers,/teams/LAL/2009.html,104,Orlando,/teams/ORL/2009.html,108,LA Lakers,31,23,21,29,Orlando,27,32,22,27,,,,,,
2009/6/7,Orlando,/teams/ORL/2009.html,96,LA Lakers,/teams/LAL/2009.html,101,Orlando,15,20,30,23,8,LA Lakers,15,25,23,25,13,,,,
2009/6/4,Orlando,/teams/ORL/2009.html,75,LA Lakers,/teams/LAL/2009.html,100,Orlando,24,19,15,17,LA Lakers,22,31,29,18,,,,,,
2009/5/30,Cleveland,/teams/CLE/2009.html,90,Orlando,/teams/ORL/2009.html,103,Cleveland,25,15,30,20,Orlando,30,28,28,17,,,,,,
2009/5/29,LA Lakers,/teams/LAL/2009.html,119,Denver,/teams/DEN/2009.html,92,LA Lakers,25,28,30,36,Denver,20,20,27,25,,,,,,
2009/5/28,Orlando,/teams/ORL/2009.html,102,Cleveland,/teams/CLE/2009.html,112,Orlando,18,37,24,23,Cleveland,35,21,22,34,,,,,,
2009/5/27,Denver,/teams/DEN/2009.html,94,LA Lakers,/teams/LAL/2009.html,103,Denver,25,31,20,18,LA Lakers,25,31,20,27,,,,,,
2009/5/26,Cleveland,/teams/CLE/2009.html,114,Orlando,/teams/ORL/2009.html,116,Cleveland,25,33,21,21,14,Orlando,21,29,28,22,16,,,,
2009/5/25,LA Lakers,/teams/LAL/2009.html,101,Denver,/teams/DEN/2009.html,120,LA Lakers,19,26,21,35,Denver,22,30,25,43,,,,,,
2009/5/24,Cleveland,/teams/CLE/2009.html,89,Orlando,/teams/ORL/2009.html,99,Cleveland,17,24,22,26,Orlando,24,18,26,31,,,,,,
2009/5/23,LA Lakers,/teams/LAL/2009.html,103,Denver,/teams/DEN/2009.html,97,LA Lakers,26,22,23,32,Denver,28,24,27,18,,,,,,
2009/5/22,Orlando,/teams/ORL/2009.html,95,Cleveland,/teams/CLE/2009.html,96,Orlando,16,28,25,26,Cleveland,30,26,19,21,,,,,,
2009/5/21,Denver,/teams/DEN/2009.html,106,LA Lakers,/teams/LAL/2009.html,103,Denver,23,31,26,26,LA Lakers,31,24,26,22,,,,,,
2009/5/20,Orlando,/teams/ORL/2009.html,107,Cleveland,/teams/CLE/2009.html,106,Orlando,19,29,30,29,Cleveland,33,30,19,24,,,,,,
2009/5/19,Denver,/teams/DEN/2009.html,103,LA Lakers,/teams/LAL/2009.html,105,Denver,31,23,22,27,LA Lakers,23,32,19,31,,,,,,
2009/5/17,Orlando,/teams/ORL/2009.html,101,Boston,/teams/BOS/2009.html,82,Orlando,27,18,21,35,Boston,17,21,23,21,,,,,,
2009/5/17,Houston,/teams/HOU/2009.html,70,LA Lakers,/teams/LAL/2009.html,89,Houston,12,19,19,20,LA Lakers,22,29,18,20,,,,,,
2009/5/14,LA Lakers,/teams/LAL/2009.html,80,Houston,/teams/HOU/2009.html,95,LA Lakers,15,21,29,15,Houston,27,25,22,21,,,,,,
2009/5/14,Boston,/teams/BOS/2009.html,75,Orlando,/teams/ORL/2009.html,83,Boston,25,21,16,13,Orlando,22,23,16,22,,,,,,
2009/5/13,Dallas,/teams/DAL/2009.html,110,Denver,/teams/DEN/2009.html,124,Dallas,27,28,25,30,Denver,34,35,25,30,,,,,,
2009/5/12,Orlando,/teams/ORL/2009.html,88,Boston,/teams/BOS/2009.html,92,Orlando,22,23,22,21,Boston,16,21,22,33,,,,,,
2009/5/12,Houston,/teams/HOU/2009.html,78,LA Lakers,/teams/LAL/2009.html,118,Houston,24,15,15,24,LA Lakers,35,29,30,24,,,,,,
2009/5/11,Cleveland,/teams/CLE/2009.html,84,Atlanta,/teams/ATL/2009.html,74,Cleveland,15,25,22,22,Atlanta,22,16,19,17,,,,,,
2009/5/11,Denver,/teams/DEN/2009.html,117,Dallas,/teams/DAL/2009.html,119,Denver,34,29,27,27,Dallas,23,30,32,34,,,,,,
2009/5/10,LA Lakers,/teams/LAL/2009.html,87,Houston,/teams/HOU/2009.html,99,LA Lakers,16,20,18,33,Houston,29,25,29,16,,,,,,
2009/5/10,Boston,/teams/BOS/2009.html,95,Orlando,/teams/ORL/2009.html,94,Boston,25,23,31,16,Orlando,28,18,25,23,,,,,,
2009/5/9,Cleveland,/teams/CLE/2009.html,97,Atlanta,/teams/ATL/2009.html,82,Cleveland,22,25,25,25,Atlanta,18,28,19,17,,,,,,
2009/5/9,Denver,/teams/DEN/2009.html,106,Dallas,/teams/DAL/2009.html,105,Denver,20,28,31,27,Dallas,20,25,35,25,,,,,,
2009/5/8,LA Lakers,/teams/LAL/2009.html,108,Houston,/teams/HOU/2009.html,94,LA Lakers,30,20,24,34,Houston,28,20,14,32,,,,,,
2009/5/8,Boston,/teams/BOS/2009.html,96,Orlando,/teams/ORL/2009.html,117,Boston,18,23,28,27,Orlando,22,31,25,39,,,,,,
2009/5/7,Atlanta,/teams/ATL/2009.html,85,Cleveland,/teams/CLE/2009.html,105,Atlanta,17,18,20,30,Cleveland,26,33,26,20,,,,,,
2009/5/6,Orlando,/teams/ORL/2009.html,94,Boston,/teams/BOS/2009.html,112,Orlando,21,25,18,30,Boston,26,35,25,26,,,,,,
2009/5/6,Houston,/teams/HOU/2009.html,98,LA Lakers,/teams/LAL/2009.html,111,Houston,25,32,20,21,LA Lakers,39,18,29,25,,,,,,
2009/5/5,Atlanta,/teams/ATL/2009.html,72,Cleveland,/teams/CLE/2009.html,99,Atlanta,21,23,17,11,Cleveland,25,24,28,22,,,,,,
2009/5/5,Dallas,/teams/DAL/2009.html,105,Denver,/teams/DEN/2009.html,117,Dallas,22,33,28,22,Denver,30,28,28,31,,,,,,
2009/5/4,Orlando,/teams/ORL/2009.html,95,Boston,/teams/BOS/2009.html,90,Orlando,24,30,24,17,Boston,19,17,26,28,,,,,,
2009/5/4,Houston,/teams/HOU/2009.html,100,LA Lakers,/teams/LAL/2009.html,92,Houston,21,22,27,30,LA Lakers,18,22,27,25,,,,,,
2009/5/3,Miami,/teams/MIA/2009.html,78,Atlanta,/teams/ATL/2009.html,91,Miami,18,18,16,26,Atlanta,20,29,19,23,,,,,,
2009/5/3,Dallas,/teams/DAL/2009.html,95,Denver,/teams/DEN/2009.html,109,Dallas,24,23,28,20,Denver,16,35,31,27,,,,,,
2009/5/2,Chicago,/teams/CHI/2009.html,99,Boston,/teams/BOS/2009.html,109,Chicago,28,11,33,27,Boston,23,29,26,31,,,,,,
2009/5/1,Atlanta,/teams/ATL/2009.html,72,Miami,/teams/MIA/2009.html,98,Atlanta,18,24,14,16,Miami,32,19,27,20,,,,,,
2009/4/30,Boston,/teams/BOS/2009.html,127,Chicago,/teams/CHI/2009.html,128,Boston,26,31,19,25,8,9,9,Chicago,37,22,24,18,8,9,10
2009/4/30,Portland,/teams/POR/2009.html,76,Houston,/teams/HOU/2009.html,92,Portland,19,18,19,20,Houston,21,31,22,18,,,,,,
