/teams/DEN/2011.html,82,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,42,22.1,7.4,4.3,14.1,21,107.5,0.532,0.596,0.468
/teams/NYK/2011.html,82,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5,0.67,0.8,0.543
/teams/HOU/2011.html,82,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20,105.9,0.293,0.463,0.122
/teams/PHO/2011.html,82,244,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18,23.6,0.759,10,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105,0.415,0.512,0.317
/teams/OKC/2011.html,82,244,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8,0.725,0.84,0.604
/teams/SAS/2011.html,82,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19,103.7,0.232,0.293,0.171
/teams/GSW/2011.html,82,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,40.5,22.5,9,5,14.6,22,103.4,0.706,0.731,0.68
/teams/MIA/2011.html,82,241.2,37,76.8,0.481,6.7,18,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20,6.6,5.2,13.9,20.4,102.1,0.586,0.791,0.386
/teams/LAL/2011.html,82,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44,22,7.3,5.1,13.1,19,101.5,0.366,0.512,0.22
/teams/MIN/2011.html,82,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1,0.439,0.634,0.244
/teams/DAL/2011.html,82,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14,19.2,100.2,0.524,0.61,0.439
/teams/MEM/2011.html,82,242.4,39,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9,0.437,0.581,0.295
/teams/IND/2011.html,82,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8,0.39,0.561,0.22
/teams/UTA/2011.html,82,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65,0.493,19.4,25.1,0.771,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4,0.663,0.696,0.63
/teams/SAC/2011.html,82,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33,69.5,0.475,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22,99.4,0.558,0.745,0.375
/teams/ORL/2011.html,82,241.8,36,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.692,10.5,32.7,43.2,20,6.7,4.7,14.9,20,99.2,0.706,0.765,0.647
/teams/TOR/2011.html,82,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22,99.1,0.427,0.537,0.317
/teams/PHI/2011.html,82,243,38.1,82.6,0.461,5.4,15.2,0.355,32.7,67.4,0.485,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13,19.4,99,0.207,0.293,0.122
