Chicago,47,35
Philadelphia,0,81
Denver,35,46
Indiana,46,35
Golden State,67,14
Phoenix,15,66
Sacramento,33,48
Dallas,45,36
Utah,46,35
Brooklyn,14,67
New York,37,45
Atlanta,47,35
Memphis,45,36
San Antonio,62,19
Toronto,55,27
LA Lakers,7,75
Houston,44,37
Miami,47,35
LA Clippers,53,28
Orlando,43,38
Detroit,47,34
Minnesota,14,67
Oklahoma City,52,29
Charlotte,47,34
Boston,47,34
Washington,46,36
New Orleans,38,43
Cleveland,56,25
Milwaukee,36,45
Portland,48,34
